,distance,cab_type,destination,source,price,surge_multiplier,id,product_id,name,date_hour,temp,clouds,pressure,rain,humidity,wind
2584,4.59,Lyft,Fenway,Financial District,32.5,1.0,49e763c1-9a0f-4438-a3e7-4f2748e833ed,lyft_lux,Lux Black,2018-11-29:06.49.50,38.11,0.98,1000.17,,0.69,10.06
3042,2.94,Uber,Fenway,North Station,31.5,1.0,c44fd4c5-f631-429c-8090-ff4b60f0207a,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26:09.29.09,40.83,1.0,1014.75,,0.93,1.24
525,1.9,Uber,Beacon Hill,North End,11.0,1.0,caf804d5-3e6d-4c3d-af41-b32400ef17a5,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:01.02.08,38.72,0.7,997.11,,0.7,9.97
96,0.39,Uber,South Station,Financial District,15.0,1.0,6486b189-1826-457f-8ee6-85907aa07d0d,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:01.02.08,36.85,0.71,997.12,,0.76,10.0
2231,2.08,Lyft,West End,South Station,7.0,1.0,af8aa74a-1218-40f3-bfa8-0f8ce943cde0,lyft_line,Shared,2018-11-28:23.02.09,40.49,0.99,995.03,,0.62,10.1
1380,2.79,Uber,Beacon Hill,Boston University,9.5,1.0,e1caebaa-d0b0-40b3-add0-985c971a6a18,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26:06.29.02,40.45,1.0,1014.16,,0.92,1.27
2163,1.06,Lyft,North End,West End,16.5,1.0,95ffcf7f-2d99-4f49-83d4-a0bab04de19a,lyft_lux,Lux Black,2018-11-28:14.02.07,38.41,0.48,991.64,,0.67,11.42
111,1.21,Uber,North End,Financial District,17.0,1.0,29465700-a634-4236-a370-596a244c0052,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:01.02.08,36.85,0.71,997.12,,0.76,10.0
1209,1.21,Uber,North End,Financial District,8.0,1.0,0102ed84-23cc-4984-9555-4bc1b130f11a,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:23.02.09,40.49,0.98,995.03,,0.62,10.08
2092,3.04,Uber,West End,Boston University,9.0,1.0,a01c2ae5-ca47-4892-abd7-8843e46e6508,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:23.53.40,39.34,0.85,995.99,,0.66,10.35
3338,5.22,Lyft,Boston University,Financial District,47.5,1.0,6f1f1cb5-61a8-40fd-aa7e-14e7a5921cf4,lyft_luxsuv,Lux Black XL,2018-11-29:04.09.18,38.0,0.59,998.46,,0.7,9.51
147,1.44,Uber,Boston University,Back Bay,8.5,1.0,72a8915f-93a5-4d9e-a5fe-6b0c06e18944,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29:02.02.08,38.51,0.54,997.83,,0.7,10.23
3255,2.86,Uber,West End,Northeastern University,10.0,1.0,81f81907-995c-472b-9367-5b071efeed9f,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:21.05.10,44.67,1.0,1009.09,,0.85,9.19
3170,1.16,Lyft,Theatre District,Haymarket Square,10.5,1.0,ee4c5990-01b0-4e91-9b2c-0707d0b0388e,lyft_plus,Lyft XL,2018-11-28:21.41.35,40.46,0.86,994.51,,0.65,9.89
3293,3.23,Uber,North Station,Northeastern University,10.0,1.0,5b5fb327-6a09-423d-867e-33d721b0231d,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:18.05.09,45.09,0.97,1012.38,,0.88,4.49
1070,1.44,Lyft,Back Bay,Fenway,27.5,1.0,fa888248-99fd-44cd-be52-b6f9114254ff,lyft_luxsuv,Lux Black XL,2018-12-02:19.53.04,50.29,1.0,1004.06,,0.93,2.47
3835,2.23,Uber,Back Bay,South Station,,1.0,163ad659-68bc-46b0-8264-55a237568075,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:19.02.08,41.22,1.0,991.82,,0.63,9.53
3581,3.27,Lyft,Back Bay,South Station,11.0,1.0,1bde200a-2f51-4c0d-8f3c-f75e7a74f621,lyft,Lyft,2018-11-29:02.09.19,38.65,0.5,997.93,0.002,0.7,10.51
344,1.35,Uber,Haymarket Square,Beacon Hill,13.0,1.0,4b957fca-0333-4434-9410-8b9a4df17bcf,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:07.31.37,35.0,0.15,991.76,,0.8,6.59
1775,2.87,Lyft,Northeastern University,Theatre District,22.5,1.0,2351ea0d-6cbb-4289-b235-51d3bcb2b98d,lyft_premier,Lux,2018-11-28:13.02.07,36.8,0.64,991.57,,0.7,6.6
54,2.17,Uber,South Station,North Station,9.0,1.0,3b0eb0c9-75df-41e3-8f11-d197132e0123,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:23.02.09,39.9,0.98,995.03,,0.64,9.99
824,1.36,Uber,Beacon Hill,Haymarket Square,,1.0,098b26bb-98c2-4cbc-a20f-eac4f57c9342,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-29:02.32.08,38.05,0.37,998.28,,0.71,10.79
280,2.72,Uber,West End,Fenway,11.5,1.0,e85df4ab-167e-43c7-a354-4a5dd0fa5548,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:13.02.07,36.85,0.63,991.58,,0.7,6.36
1002,2.86,Lyft,West End,Fenway,26.0,1.0,37d2a238-9994-4bef-b96c-356d3e7ac377,lyft_lux,Lux Black,2018-11-29:01.09.23,38.48,0.68,997.26,,0.71,9.97
3134,1.29,Lyft,Theatre District,Haymarket Square,5.0,1.0,b74839a1-b0eb-483e-bfbf-af599c3a4320,lyft_line,Shared,2018-11-28:22.53.38,40.09,0.99,994.93,,0.63,9.85
3846,2.44,Uber,Northeastern University,Financial District,16.5,1.0,ab497fd6-05a0-43df-809d-74dac50b0517,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:21.02.08,41.4,0.93,993.44,,0.63,8.54
2189,2.59,Lyft,Theatre District,Northeastern University,3.5,1.0,eff9937e-6b94-4682-ba94-d06064c1dd5a,lyft_line,Shared,2018-11-29:04.09.18,37.47,0.58,998.48,,0.71,9.43
693,0.55,Uber,South Station,Theatre District,27.0,1.0,aa38facc-4279-42ca-afdc-63506805cdc4,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:23.02.09,39.88,0.98,995.04,,0.64,10.05
3448,1.61,Uber,Haymarket Square,Theatre District,8.5,1.0,94cd10a2-7083-4b5f-8419-fcd0e1ced221,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26:10.05.10,40.83,1.0,1014.75,,0.93,1.76
3040,2.14,Lyft,South Station,North Station,27.5,1.0,fd771b3e-9081-4a31-ab40-21001a9a5514,lyft_luxsuv,Lux Black XL,2018-11-26:09.29.09,40.83,1.0,1014.75,,0.93,1.24
1218,1.21,Uber,North End,Financial District,12.0,1.0,1462f460-f651-4e6d-97c2-0077b002b471,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:23.02.09,40.49,0.98,995.03,,0.62,10.08
2426,0.91,Uber,Beacon Hill,Haymarket Square,,1.0,84a2d96a-32ba-41e3-bf37-86c091e0cae1,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-26:10.05.10,40.81,1.0,1014.75,,0.93,1.83
519,1.22,Uber,West End,North End,7.0,1.0,e327de5a-cfeb-4513-b9b8-da81d0804bab,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29:01.02.08,38.72,0.7,997.11,,0.7,9.97
3686,3.1,Lyft,Northeastern University,West End,34.0,1.0,1b95ead3-b7c9-449f-9ec2-be97018ff39c,lyft_luxsuv,Lux Black XL,2018-11-26:11.05.10,40.21,0.97,1015.28,,0.93,2.38
1527,4.4,Uber,Financial District,Fenway,11.5,1.0,ad62279c-3750-4cc5-b6e8-c57849ace99f,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29:01.02.08,38.61,0.72,997.16,,0.71,9.82
1770,2.79,Uber,Beacon Hill,Boston University,,1.0,10edd835-b286-4870-93fc-fe4b0f03bd3b,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-26:08.21.03,40.9,0.97,1014.44,,0.92,1.36
2326,1.68,Uber,South Station,Back Bay,9.0,1.0,eb36d8fd-77d5-428d-83b6-e76f70714e40,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:00.37.34,38.62,0.76,996.8,,0.69,10.96
3539,4.72,Uber,Financial District,Boston University,39.5,1.0,e815d631-1252-43e4-8110-0a0a461ac807,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29:00.49.08,38.85,0.77,996.82,,0.7,9.55
1477,2.8,Lyft,West End,Fenway,16.5,1.0,0e24cc72-9732-48e5-a652-07bf01cfe178,lyft_plus,Lyft XL,2018-11-27:02.15.22,44.11,1.0,1003.08,0.117,0.91,13.58
2926,1.14,Lyft,Financial District,North End,16.5,1.0,a85e9bf8-2459-42a8-959d-74579441285c,lyft_lux,Lux Black,2018-11-28:14.02.07,38.4,0.48,991.64,,0.67,11.33
439,1.91,Lyft,Beacon Hill,North End,32.5,1.0,70fd5897-1cbc-4304-a642-5f842c6a8e0b,lyft_luxsuv,Lux Black XL,2018-11-28:19.02.08,41.07,1.0,991.81,,0.64,9.53
2315,2.41,Lyft,Beacon Hill,Fenway,22.5,1.0,c83f3a2e-e521-461b-baa5-ecd59186ab38,lyft_lux,Lux Black,2018-11-26:09.29.09,40.72,1.0,1014.75,,0.94,1.36
78,1.57,Uber,North End,Theatre District,27.5,1.0,214e4293-1504-442a-b50b-1c390e9f578b,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:14.06.23,38.51,0.48,991.69,,0.67,11.26
1938,2.82,Lyft,West End,Northeastern University,7.0,1.0,3ad03d85-9770-4cb3-99f1-671dbb28ce2d,lyft_line,Shared,2018-11-29:01.02.08,38.57,0.72,997.15,,0.71,9.88
2407,3.13,Lyft,Fenway,North Station,7.0,1.0,5d4aad41-9a23-432c-bba5-4025f1d82030,lyft_line,Shared,2018-11-26:19.35.10,45.79,0.91,1010.89,,0.83,8.59
850,0.62,Uber,West End,Haymarket Square,16.0,1.0,d61af89a-0275-4b2a-a5f5-81775e37d052,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:01.09.23,38.58,0.67,997.22,,0.71,10.1
1863,1.35,Uber,Haymarket Square,Beacon Hill,9.0,1.0,aef45136-1db2-45b9-8fa3-8c263f839a41,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:00.45.22,38.92,0.04,992.1,,0.72,7.5
2075,1.3,Uber,Theatre District,South Station,11.5,1.0,89203ee3-4d44-477f-aa57-dffd4461b4f8,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:09.32.18,34.13,0.42,991.75,,0.81,5.98
2444,3.01,Uber,North Station,Northeastern University,28.5,1.0,4acb4d43-0c91-4a28-a6b9-afed6774522b,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:18.32.08,41.14,0.98,991.72,,0.64,10.23
1611,0.49,Uber,North Station,Haymarket Square,7.0,1.0,225066e3-2c86-47ee-8915-9b27f33f9843,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-27:00.58.48,44.05,0.98,1006.01,0.1588,0.9,9.99
1479,3.03,Lyft,West End,Boston University,7.0,1.0,c0d10052-2957-475a-9e52-5e6bab6d09d3,lyft_line,Shared,2018-11-26:05.17.46,40.59,0.92,1013.76,,0.92,2.86
1876,1.8,Uber,Northeastern University,Theatre District,28.0,1.0,92a626ad-fa47-47d1-ab42-3fd3a7418900,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:16.02.07,41.34,0.62,991.56,,0.61,9.93
3282,1.36,Lyft,South Station,Back Bay,16.5,1.0,e15b4452-528c-459f-abee-8e216e98a63a,lyft_lux,Lux Black,2018-11-26:04.43.18,40.61,0.86,1014.17,,0.93,2.65
3081,0.39,Uber,South Station,Financial District,15.5,1.0,334fb6b0-5a2c-46b1-820c-b614b7552cfa,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:01.09.23,36.82,0.67,997.22,,0.76,10.15
3179,1.81,Uber,Northeastern University,Theatre District,8.5,1.0,75a8cbe2-302d-4065-ba29-0632828fff7d,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:11.02.07,33.31,0.37,990.65,,0.82,6.53
2550,1.36,Lyft,Beacon Hill,Haymarket Square,7.0,1.0,b15c5f3c-9c5b-45bd-93b7-6cfbaa522a83,lyft,Lyft,2018-11-28:17.32.07,41.38,0.85,991.66,,0.64,9.93
2489,1.16,Uber,Theatre District,Haymarket Square,,1.0,88667531-a6c1-424d-a161-14468b55c330,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-29:02.06.47,38.4,0.51,997.88,,0.7,10.41
1764,0.91,Lyft,Financial District,Haymarket Square,16.5,1.0,6d0bb22c-5fbc-4b49-a6ef-0ca461744bd3,lyft_lux,Lux Black,2018-11-29:06.49.50,37.89,0.98,1000.17,,0.69,10.02
810,3.47,Lyft,Back Bay,North End,22.5,1.0,969acbbe-4ca1-4456-a268-aa574eae963b,lyft_premier,Lux,2018-11-28:17.02.08,41.39,0.92,991.49,,0.63,9.25
3572,0.63,Uber,Financial District,South Station,10.5,1.0,66d630b3-d24d-4304-a6ce-e0c6575de0c7,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-26:07.11.17,41.93,0.97,1014.35,,0.9,1.83
1649,2.1,Lyft,South Station,North Station,13.5,1.0,cf22a674-9fcf-488f-9fe2-35340be6bf35,lyft_plus,Lyft XL,2018-11-27:01.45.22,44.19,1.0,1004.48,0.7247,0.9,13.36
801,4.45,Lyft,Financial District,Fenway,9.0,1.0,4137e02a-d493-4d95-a707-7b69cf384e3a,lyft_line,Shared,2018-11-28:23.02.09,39.85,0.98,995.06,,0.64,9.9
3750,2.38,Uber,North Station,South Station,19.5,1.0,e2c2df77-fb66-43da-9881-0cf29e02b06a,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:12.32.07,36.61,0.72,991.3,,0.7,7.8
3373,1.34,Lyft,South Station,Back Bay,5.0,1.0,10ef7847-17ba-4a51-9496-300e4a43c85b,lyft_line,Shared,2018-11-26:21.05.10,44.85,1.0,1009.1,,0.84,9.21
365,3.53,Lyft,North Station,Boston University,19.5,1.0,88bcdf09-2932-418f-b3a8-0fb28bc21515,lyft_plus,Lyft XL,2018-11-28:23.49.34,39.38,0.87,995.93,,0.66,10.25
695,4.72,Lyft,Boston University,Theatre District,22.5,1.0,18804bb7-4833-48fe-9f68-59f48d20682a,lyft_plus,Lyft XL,2018-11-28:23.02.09,39.88,0.98,995.04,,0.64,10.05
449,2.6,Uber,Back Bay,Haymarket Square,,1.0,c92499b8-774c-41bd-ac79-1816ad4d74e8,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:23.53.40,39.3,0.85,995.95,,0.66,10.54
3768,1.05,Lyft,North End,West End,16.5,1.0,670263c5-9b47-4580-b301-2ffc5bfa3e99,lyft_lux,Lux Black,2018-11-26:07.11.17,41.07,0.97,1014.35,,0.93,1.81
2024,2.71,Uber,Fenway,Theatre District,,1.0,c00f8968-b7f1-4407-833a-9684a43f3a3d,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:19.02.08,40.9,1.0,991.82,,0.64,9.5
244,1.17,Uber,North End,Beacon Hill,6.5,1.0,295b0ef7-9594-4cbb-81e5-c5b0bf7d2056,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:20.32.07,40.98,1.0,993.29,,0.65,9.83
1530,4.4,Uber,Financial District,Fenway,11.5,1.0,eb5644f8-40c0-4684-98d7-edfa4d3a958d,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29:01.02.08,38.61,0.72,997.16,,0.71,9.82
3270,1.82,Lyft,Beacon Hill,North End,16.5,1.0,8d57a95e-8dc1-4efc-ad34-babdd14d3f83,lyft_premier,Lux,2018-11-26:09.29.09,40.91,1.0,1014.75,,0.93,1.16
2050,1.44,Uber,Boston University,Back Bay,8.5,1.0,48d70f9f-3477-4819-9efa-8af48182898a,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:07.34.35,35.0,0.15,991.78,,0.8,6.62
2794,0.49,Uber,North Station,Haymarket Square,7.0,1.0,5ea8711c-dd93-4ceb-992a-e418e46634ad,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:11.06.24,33.21,0.37,990.67,,0.82,6.61
323,0.86,Lyft,Haymarket Square,West End,16.5,1.0,94a15e67-041c-494f-8946-8d429568b22a,lyft_lux,Lux Black,2018-11-29:01.53.39,38.44,0.57,997.66,,0.7,10.01
2553,2.3,Uber,Back Bay,Haymarket Square,9.0,1.0,c5401bcc-266e-48af-8b3b-e699a5baf1c8,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:17.32.07,41.38,0.85,991.66,,0.64,9.93
929,1.49,Lyft,Back Bay,Boston University,16.5,1.5,fcdfe552-7c03-4d88-8e12-7f6a4cedc5cc,lyft_plus,Lyft XL,2018-11-28:09.48.16,33.53,0.39,991.96,,0.83,6.79
3679,1.16,Uber,West End,North End,7.0,1.0,988687c9-3ee6-45fc-88d1-40bbae12bce2,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:15.05.09,43.36,0.97,1014.51,,0.9,3.51
495,1.5,Uber,Back Bay,Fenway,7.0,1.0,13302171-7636-49c7-b84a-f3b2996f64ab,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:22.02.08,40.62,0.83,994.1,,0.63,9.21
85,1.81,Uber,Northeastern University,Theatre District,9.5,1.0,53be513d-d702-4fa1-8a15-6961ea272e26,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:14.32.07,38.99,0.45,991.95,,0.67,11.14
3323,1.82,Uber,Back Bay,Fenway,16.0,1.0,81c66520-15e4-4a85-9b86-c97e660e5b06,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:20.32.07,40.81,1.0,993.33,,0.65,9.75
1146,2.87,Lyft,Boston University,West End,26.0,1.0,5859e5e1-df78-49a3-a6c2-f5cb37cd1ba6,lyft_lux,Lux Black,2018-11-29:00.02.07,39.1,0.83,996.07,,0.67,10.69
69,1.81,Uber,Northeastern University,Theatre District,9.0,1.0,713ad8cf-9ce5-4f48-858a-c6f1eeb9ce3b,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-27:00.58.49,43.95,0.98,1005.98,0.1884,0.9,9.95
1966,1.04,Uber,North End,West End,27.0,1.0,294c6c62-e3ad-4d43-9173-61e190672a22,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:07.33.43,34.95,0.15,991.76,,0.8,6.65
209,2.79,Uber,Beacon Hill,Boston University,31.5,1.0,76a1f6f5-830c-48df-bc0c-db16743684fc,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:21.32.07,40.45,0.86,994.12,,0.65,9.41
3064,1.34,Lyft,South Station,Back Bay,16.5,1.0,34fdd2d4-2a09-43bc-ac2c-be6cf9b79c63,lyft_premier,Lux,2018-11-26:06.16.16,40.47,1.0,1014.18,,0.91,1.19
2145,3.15,Lyft,Fenway,North Station,11.0,1.0,676eeef1-0339-4d99-bbb7-a1f21e5e6372,lyft,Lyft,2018-11-28:07.31.37,35.01,0.15,991.75,,0.8,6.61
2387,1.57,Uber,North End,Theatre District,,1.0,56129038-b35d-455c-bd70-22e05cc55f5c,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-26:22.42.25,44.51,0.97,1007.95,0.0092,0.88,9.69
1849,2.04,Lyft,Theatre District,Northeastern University,16.5,1.0,f19b6ba3-06c1-46db-8281-8336f6f0817d,lyft_premier,Lux,2018-11-28:16.32.08,41.34,0.66,991.63,,0.63,10.44
2371,2.69,Lyft,Beacon Hill,Boston University,19.5,1.0,20c93ace-002a-4de8-9582-093ec9d90e90,lyft_premier,Lux,2018-11-28:16.32.08,40.96,0.67,991.63,,0.64,10.39
2265,3.2,Uber,West End,Fenway,21.0,1.0,9f6e758d-f77e-4ced-b557-9375c3670d40,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:16.02.08,41.34,0.61,991.57,,0.61,9.94
2333,3.01,Uber,Boston University,North Station,11.5,1.0,dfeea2e6-09dd-43a4-80c0-3eb8c0a7dd75,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26:18.35.09,45.26,1.0,1011.88,,0.87,6.02
3720,1.3,Uber,Theatre District,South Station,,1.0,f1194248-e9d4-4af3-a3db-aab89be1bed2,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:20.02.07,41.61,1.0,992.57,,0.63,9.28
1276,3.19,Lyft,Northeastern University,Financial District,38.5,1.0,3d69c20d-d73e-4457-a6ed-61481bbade1d,lyft_luxsuv,Lux Black XL,2018-11-28:09.32.18,34.17,0.42,991.74,,0.81,5.97
2250,1.35,Uber,West End,North End,14.0,1.0,c1fabb52-1e93-4918-b5fe-ace73b8a6160,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:09.50.11,33.52,0.12,991.19,,0.83,5.41
1679,3.05,Uber,Fenway,North Station,,1.0,5ceaeb65-f079-4caa-b7af-128d29f43812,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-29:02.07.18,38.35,0.5,997.89,0.002,0.7,10.38
2730,2.86,Uber,West End,Northeastern University,16.5,1.0,79137b70-7761-4aaa-85e7-3a340d920c61,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-27:01.45.22,44.05,1.0,1004.15,0.5659,0.91,12.38
1860,1.35,Uber,Haymarket Square,Beacon Hill,13.5,1.0,0f9974a6-2140-4c38-b570-64960bbab5dd,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:00.45.22,38.92,0.04,992.1,,0.72,7.5
3585,4.48,Uber,Fenway,Financial District,29.5,1.0,f14eb55f-0fd2-4f7b-91be-63b4c39842a6,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:04.46.23,37.93,0.45,998.91,,0.69,9.44
2158,2.14,Uber,South Station,West End,7.5,1.0,79c454dc-5e39-4173-b44f-cdddf80fd44a,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:14.02.07,38.41,0.48,991.64,,0.67,11.42
1811,3.23,Lyft,Back Bay,South Station,27.5,1.0,b7c73dc3-b0ca-409b-b64b-fa79be461f62,lyft_lux,Lux Black,2018-11-29:06.41.41,38.21,0.61,1000.6,,0.69,10.63
46,3.42,Uber,Northeastern University,North Station,9.5,1.0,bf3ba7af-158c-4545-9b9b-6ea983204e29,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:23.02.09,39.9,0.98,995.03,,0.64,9.99
3341,0.56,Uber,Haymarket Square,North Station,7.0,1.0,9079ef59-8f72-4f88-9564-9adc56e73505,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29:01.32.07,38.31,0.64,997.4,,0.73,10.09
3459,4.24,Lyft,South Station,Back Bay,13.5,1.0,b9da5632-3914-42ad-841f-b1fce2846cb2,lyft,Lyft,2018-11-27:00.42.13,43.83,0.97,1005.9,0.2173,0.91,10.93
1353,2.58,Uber,Beacon Hill,South Station,10.5,1.0,b0e8718f-1898-4a14-a956-43830ce99ace,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:20.32.07,41.4,1.0,993.19,,0.64,9.89
1897,1.64,Lyft,Haymarket Square,Theatre District,16.5,1.25,2ea0cce8-6f2c-4b01-b364-5c58ca77e28b,lyft_plus,Lyft XL,2018-11-28:07.33.43,34.89,0.13,991.58,,0.8,6.71
2011,1.01,Lyft,North Station,North End,13.5,1.0,62b7ec8b-c7c4-454c-a64a-09bbb2824dec,lyft_premier,Lux,2018-11-26:22.42.25,44.65,0.97,1007.98,0.0195,0.87,9.67
789,0.56,Uber,Haymarket Square,North Station,26.5,1.0,395899c0-3b1b-4661-851a-613d276baffd,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26:06.49.03,41.11,0.98,1014.35,,0.92,1.81
228,2.62,Uber,Boston University,Theatre District,31.5,1.0,5e8fcb4c-8745-49f6-91ed-82f708656274,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-27:01.45.22,44.09,1.0,1004.19,0.7222,0.91,12.45
2183,2.3,Lyft,Haymarket Square,Back Bay,11.0,1.0,8e434b2c-dc2c-41fc-994e-fee8c00e95ee,lyft,Lyft,2018-11-26:08.21.02,40.98,0.97,1014.43,,0.92,1.37
775,1.5,Lyft,Theatre District,North End,9.0,1.0,d6dfb845-45c7-4e34-bea8-26185c5bf7de,lyft,Lyft,2018-11-28:07.34.35,35.04,0.14,991.75,,0.8,6.72
2382,2.01,Lyft,Theatre District,Northeastern University,22.5,1.0,bf0a8d5a-929a-4f2f-8f3e-75f01763f26a,lyft_lux,Lux Black,2018-11-26:07.11.17,41.05,0.98,1014.34,,0.93,1.8
3232,1.22,Uber,Northeastern University,Back Bay,7.5,1.0,bce9e249-3f87-4a86-a051-8793a2e3f7b8,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:09.34.34,33.5,0.42,991.76,,0.83,5.97
184,2.79,Uber,Beacon Hill,Boston University,8.5,1.0,5f341172-7ea1-4e02-8931-f5b14fc70dcf,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-27:01.45.22,44.24,1.0,1004.39,0.552,0.9,13.03
3420,3.07,Lyft,Northeastern University,West End,19.5,1.0,329094ed-21b6-4f57-a0c4-616dc29a694f,lyft_premier,Lux,2018-11-29:01.59.52,38.42,0.55,997.77,,0.7,10.25
3540,4.72,Uber,Financial District,Boston University,23.0,1.0,f31ff428-7aaf-4197-8d80-97b82e7ff3c9,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29:04.02.07,37.74,0.6,998.39,,0.7,9.2
2177,1.56,Uber,Back Bay,Boston University,16.5,1.0,a0a6b700-18fd-455f-aad1-d1517a5f21e4,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:16.02.08,41.05,0.61,991.57,,0.62,9.9
494,2.8,Lyft,West End,Fenway,22.5,1.0,f48345a6-9ad6-453f-bb66-d4c088986c67,lyft_premier,Lux,2018-11-28:22.02.08,40.62,0.83,994.1,,0.63,9.21
3188,2.44,Lyft,Beacon Hill,Fenway,10.5,1.0,9d3678b6-9f51-4e09-ab63-0cca9d6fca45,lyft,Lyft,2018-11-28:17.02.07,41.49,0.91,991.51,,0.62,9.19
3365,2.83,Lyft,West End,Northeastern University,9.0,1.0,6f3753f7-bd8c-4968-a311-05372343139b,lyft,Lyft,2018-11-28:11.32.07,33.1,0.42,991.0,,0.83,6.67
1071,1.44,Lyft,Back Bay,Fenway,16.5,1.0,ff3ee53f-5f14-4474-a057-869fa20f7ef8,lyft_lux,Lux Black,2018-12-02:19.53.04,50.29,1.0,1004.06,,0.93,2.47
