,distance,cab_type,destination,source,price,surge_multiplier,id,product_id,name,time_ride,date_hour,temp,location,clouds,pressure,rain,humidity,wind,time_weather
614,1.3,Uber,Theatre District,South Station,27.5,1.0,d861b826-ed00-4d87-b028-40a6d121f184,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29 01:32:08.167,2018-11-29:01.32.08,36.78,South Station,0.65,997.4,0.0,0.77,10.16,2018-11-29 01:32:08.000
344,1.35,Uber,Haymarket Square,Beacon Hill,13.0,1.0,4b957fca-0333-4434-9410-8b9a4df17bcf,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 07:31:37.682,2018-11-28:07.31.37,35.0,Beacon Hill,0.15,991.76,0.0,0.8,6.59,2018-11-28 07:31:37.000
1773,1.61,Uber,Haymarket Square,Theatre District,13.0,1.0,7ce76fb1-137c-4882-b727-f305c5194b0e,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 13:02:07.765,2018-11-28:13.02.07,36.8,Theatre District,0.64,991.57,0.0,0.7,6.6,2018-11-28 13:02:07.000
2299,4.55,Uber,Financial District,Northeastern University,20.5,1.0,18de5327-0882-41d8-8747-7d362a25fe9e,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 09:32:18.657,2018-11-28:09.32.18,33.21,Northeastern University,0.42,991.82,0.0,0.84,5.87,2018-11-28 09:32:18.000
3322,2.84,Lyft,West End,Fenway,10.5,1.0,5cd328be-94b4-4d92-9ad6-c65155666e85,lyft,Lyft,2018-11-28 18:32:07.684,2018-11-28:18.32.07,41.13,Fenway,0.98,991.73,0.0021,0.64,10.2,2018-11-28 18:32:07.000
3202,1.0,Lyft,Haymarket Square,Financial District,26.0,1.0,b103f666-7761-4cb2-8452-d70ea62d371d,lyft_luxsuv,Lux Black XL,2018-11-29 00:37:34.461,2018-11-29:00.37.34,38.07,Financial District,0.77,996.78,0.0,0.7,11.11,2018-11-29 00:37:34.000
1455,2.47,Lyft,Northeastern University,Beacon Hill,19.5,1.0,4b8b9e0a-8b1a-484e-a92e-2d03d55c223f,lyft_premier,Lux,2018-11-29 04:32:07.574,2018-11-29:04.32.07,37.57,Beacon Hill,0.5,998.74,0.0,0.71,9.96,2018-11-29 04:32:07.000
98,1.25,Uber,Haymarket Square,Financial District,7.0,1.0,0ea665f6-abb2-465a-977f-1770dc55a174,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29 01:02:08.510,2018-11-29:01.02.08,36.85,Financial District,0.71,997.12,0.0,0.76,10.0,2018-11-29 01:02:08.000
1659,2.38,Lyft,Fenway,Beacon Hill,7.0,1.0,e36bf0b9-485a-4a3c-96ba-a7b1c6e7a321,lyft_line,Shared,2018-11-28 17:32:07.714,2018-11-28:17.32.07,41.3,Beacon Hill,0.85,991.67,0.0,0.64,9.92,2018-11-28 17:32:07.000
291,4.44,Uber,Boston University,Financial District,36.0,1.0,51a36059-06f5-446c-942a-ab5907318c55,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26 17:05:09.713,2018-11-26:17.05.09,45.5,Financial District,0.98,1012.84,0.0,0.86,6.26,2018-11-26 17:05:09.000
3188,2.44,Lyft,Beacon Hill,Fenway,10.5,1.0,9d3678b6-9f51-4e09-ab63-0cca9d6fca45,lyft,Lyft,2018-11-28 17:02:07.802,2018-11-28:17.02.07,41.49,Fenway,0.91,991.51,0.0,0.62,9.19,2018-11-28 17:02:07.000
1043,2.25,Lyft,North Station,South Station,32.5,1.0,7257db9d-10a4-4bd5-98ea-f11d98862e20,lyft_luxsuv,Lux Black XL,2018-11-28 07:34:35.412,2018-11-28:07.34.35,35.83,South Station,0.15,991.77,0.0,0.77,6.74,2018-11-28 07:34:35.000
3409,1.53,Lyft,Back Bay,Boston University,5.0,1.0,844ee1a3-30d9-424c-ab47-73b07d67379a,lyft_line,Shared,2018-11-28 11:02:07.880,2018-11-28:11.02.07,32.99,Boston University,0.39,990.65,0.0,0.83,6.43,2018-11-28 11:02:07.000
2131,2.33,Uber,North End,Back Bay,11.5,1.0,7b885ccc-978b-4d62-9429-9704895d1708,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 17:02:07.361,2018-11-28:17.02.07,41.38,Back Bay,0.92,991.5,0.0,0.63,9.22,2018-11-28 17:02:07.000
1064,1.08,Lyft,Northeastern University,Back Bay,27.5,1.0,0ec871dd-9dbf-40f9-bd82-67e6af929fb3,lyft_luxsuv,Lux Black XL,2018-11-28 13:02:07.861,2018-11-28:13.02.07,36.88,Back Bay,0.64,991.57,0.0,0.7,6.47,2018-11-28 13:02:07.000
1024,0.63,Lyft,South Station,Theatre District,11.0,1.0,400d6b50-7607-4b73-ac18-963b0d2bb132,lyft_plus,Lyft XL,2018-11-28 11:06:24.306,2018-11-28:11.06.24,33.29,Theatre District,0.38,990.68,0.0,0.82,6.61,2018-11-28 11:06:24.000
3825,4.55,Uber,Financial District,Northeastern University,30.5,1.0,9a37c09d-ca17-4e2b-a51e-cdb200005070,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 19:32:07.943,2018-11-28:19.32.07,40.42,Northeastern University,1.0,992.58,0.0,0.66,9.79,2018-11-28 19:32:07.000
1720,1.12,Lyft,Theatre District,South Station,10.5,1.0,b879606c-e2e0-4eaa-a266-37100883edb2,lyft_plus,Lyft XL,2018-11-28 11:02:07.610,2018-11-28:11.02.07,33.78,South Station,0.37,990.64,0.0,0.8,6.56,2018-11-28 11:02:07.000
3249,2.86,Uber,West End,Northeastern University,8.5,1.0,b468837f-e605-4c85-ac68-05e9200fd67e,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26 15:35:09.372,2018-11-26:15.35.09,44.37,Northeastern University,0.88,1014.19,0.0,0.89,4.86,2018-11-26 15:35:09.000
2655,3.17,Lyft,Fenway,North Station,16.5,1.0,50558937-e5f6-40a2-ad4c-a3da4a94b551,lyft_plus,Lyft XL,2018-12-14 10:45:08.837,2018-12-14:10.45.08,27.42,North Station,0.18,1033.66,0.0,0.78,1.96,2018-12-14 10:45:08.000
749,2.69,Lyft,Theatre District,Fenway,7.0,1.0,3fbf77b1-192e-4357-ad8b-c7aa74e148cd,lyft_line,Shared,2018-11-28 14:02:08.095,2018-11-28:14.02.08,38.48,Fenway,0.49,991.67,0.0,0.67,11.49,2018-11-28 14:02:08.000
1843,1.46,Lyft,Back Bay,Northeastern University,27.5,1.0,0897b1d8-ca23-490c-9ed4-3053ee21d872,lyft_luxsuv,Lux Black XL,2018-11-28 16:32:08.117,2018-11-28:16.32.08,41.34,Northeastern University,0.66,991.63,0.0,0.63,10.44,2018-11-28 16:32:08.000
2202,3.01,Uber,Boston University,North Station,35.0,1.0,9124ecc4-fb43-4098-81ec-6aca1fd1df19,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29 00:49:07.572,2018-11-29:00.49.07,38.77,North Station,0.76,996.79,0.0,0.7,9.7,2018-11-29 00:49:07.000
1104,3.44,Uber,Back Bay,South Station,25.0,1.0,4d6651d1-0a68-4709-8c16-6bf3f2b13770,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29 01:02:08.428,2018-11-29:01.02.08,36.8,South Station,0.71,997.12,0.0,0.76,10.01,2018-11-29 01:02:08.000
1216,3.3,Uber,Northeastern University,Financial District,31.0,1.0,d70fb449-8f15-421b-bb94-246f7c980632,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 23:02:09.497,2018-11-28:23.02.09,40.49,Financial District,0.98,995.03,0.0,0.62,10.08,2018-11-28 23:02:09.000
1716,4.72,Uber,Financial District,Boston University,39.5,1.0,c9a3f953-2cc2-424c-a0d9-7e6641715166,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26 05:14:00.909,2018-11-26:05.14.00,40.6,Boston University,0.92,1013.75,0.0,0.92,2.85,2018-11-26 05:14:00.000
1684,0.59,Lyft,South Station,Theatre District,5.0,1.0,a32fda3c-4678-44e1-af4a-9a6768bf73e1,lyft_line,Shared,2018-11-29 04:32:07.886,2018-11-29:04.32.07,37.26,Theatre District,0.5,998.74,0.0,0.72,10.01,2018-11-29 04:32:07.000
500,2.67,Uber,Boston University,Theatre District,32.5,1.0,3ba3c83d-5878-4777-a781-0f0c70bea3ca,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 08:54:56.813,2018-11-28:08.54.56,34.08,Theatre District,0.52,991.62,0.0,0.81,4.97,2018-11-28 08:54:56.000
847,2.3,Uber,Back Bay,Haymarket Square,21.0,1.0,da97fba4-1e8e-40af-a411-ad3f4c5076a3,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29 02:32:08.526,2018-11-29:02.32.08,38.05,Haymarket Square,0.37,998.28,0.0,0.71,10.79,2018-11-29 02:32:08.000
1128,0.99,Lyft,Beacon Hill,Haymarket Square,7.0,1.0,d8feef84-b5cb-42f2-90ab-ec23d8f9bacd,lyft,Lyft,2018-11-29 06:41:41.171,2018-11-29:06.41.41,37.59,Haymarket Square,0.61,1000.59,0.0,0.71,10.58,2018-11-29 06:41:41.000
1326,4.55,Lyft,Fenway,Financial District,30.0,1.5,bd588d01-c1d1-48b3-8e45-40536a315200,lyft_plus,Lyft XL,2018-11-28 00:45:22.118,2018-11-28:00.45.22,38.87,Financial District,0.04,992.1,0.0,0.73,7.53,2018-11-28 00:45:22.000
3722,2.32,Uber,Fenway,Beacon Hill,9.5,1.0,644c3d1d-43e0-4f78-b1a0-f262dc82ca35,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28 09:32:11.817,2018-11-28:09.32.11,33.5,Beacon Hill,0.42,991.8,0.0,0.84,5.88,2018-11-28 09:32:11.000
940,3.22,Uber,North Station,Northeastern University,11.5,1.0,298bb86d-3392-4008-8dc2-a3ae4acaff05,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 17:02:08.497,2018-11-28:17.02.08,41.53,Northeastern University,0.91,991.51,0.0,0.62,9.21,2018-11-28 17:02:08.000
2650,1.56,Lyft,North End,Beacon Hill,16.5,1.0,b3b127f7-a87c-4942-b9ad-259866921970,lyft_lux,Lux Black,2018-11-28 14:06:23.549,2018-11-28:14.06.23,38.39,Beacon Hill,0.48,991.69,0.0,0.67,11.36,2018-11-28 14:06:23.000
157,1.25,Lyft,Theatre District,Haymarket Square,13.5,1.0,973e9b75-e2bc-48e7-827c-999809a92515,lyft_plus,Lyft XL,2018-11-26 06:49:45.742,2018-11-26:06.49.45,41.13,Haymarket Square,0.98,1014.35,0.0,0.92,1.82,2018-11-26 06:49:45.000
1251,1.38,Uber,North End,Beacon Hill,18.0,1.0,afdfe477-3a6f-4bd0-b977-24de98277bdc,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-27 01:45:22.128,2018-11-27:01.45.22,44.27,Beacon Hill,1.0,1004.45,0.693,0.9,13.31,2018-11-27 01:45:22.000
2542,1.05,Lyft,Financial District,Haymarket Square,26.0,1.0,c0fbf8e9-8444-40c5-9c0d-acb1effabfb3,lyft_luxsuv,Lux Black XL,2018-11-28 17:32:07.342,2018-11-28:17.32.07,41.38,Haymarket Square,0.85,991.66,0.0,0.64,9.93,2018-11-28 17:32:07.000
3734,4.76,Lyft,Financial District,Boston University,38.5,1.0,1f5e329a-655c-4365-a290-42a58c810f86,lyft_luxsuv,Lux Black XL,2018-11-29 06:41:41.688,2018-11-29:06.41.41,37.68,Boston University,0.62,1000.64,0.0,0.7,10.38,2018-11-29 06:41:41.000
3125,2.86,Uber,West End,Northeastern University,10.0,1.0,88a97bc2-e2f8-4980-aa2a-11f3bb198401,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 13:32:07.682,2018-11-28:13.32.07,37.96,Northeastern University,0.55,991.86,0.0,0.69,6.64,2018-11-28 13:32:07.000
1035,1.73,Lyft,Haymarket Square,Theatre District,7.0,1.0,a9d80388-4618-401e-89ce-10ed39b5b2fa,lyft_line,Shared,2018-11-28 10:02:08.053,2018-11-28:10.02.08,33.1,Theatre District,0.13,991.18,0.0,0.84,5.59,2018-11-28 10:02:08.000
2033,4.48,Uber,Fenway,Financial District,19.5,1.0,83ca4068-752c-476b-9be5-24b3eeb4c20a,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 07:33:43.262,2018-11-28:07.33.43,35.85,Financial District,0.15,991.76,0.0,0.77,6.71,2018-11-28 07:33:43.000
138,1.02,Lyft,North End,Financial District,7.0,1.0,756480f1-7674-4e13-bd37-606593e7c9e1,lyft,Lyft,2018-11-28 17:02:08.126,2018-11-28:17.02.08,41.41,Financial District,0.92,991.49,0.0,0.63,9.25,2018-11-28 17:02:08.000
1656,2.38,Lyft,Fenway,Beacon Hill,22.5,1.0,4a87488a-2363-4c24-8939-1fc52aad932b,lyft_lux,Lux Black,2018-11-28 17:32:07.714,2018-11-28:17.32.07,41.3,Beacon Hill,0.85,991.67,0.0,0.64,9.92,2018-11-28 17:32:07.000
1680,1.8,Uber,Northeastern University,Theatre District,11.0,1.0,385aca60-54e3-445b-920a-23ebe66f3555,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29 04:32:07.886,2018-11-29:04.32.07,37.26,Theatre District,0.5,998.74,0.0,0.72,10.01,2018-11-29 04:32:07.000
1692,1.34,Uber,Fenway,Back Bay,14.5,1.0,cac78052-d00e-4c0f-811a-b29a582c1c1b,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 09:32:18.529,2018-11-28:09.32.18,33.54,Back Bay,0.42,991.75,0.0,0.83,5.9,2018-11-28 09:32:18.000
748,2.69,Lyft,Theatre District,Fenway,16.5,1.0,14af8ce4-f662-485c-802f-2960be6a865f,lyft_plus,Lyft XL,2018-11-28 14:02:08.095,2018-11-28:14.02.08,38.48,Fenway,0.49,991.67,0.0,0.67,11.49,2018-11-28 14:02:08.000
1013,2.4,Lyft,Beacon Hill,Northeastern University,27.5,1.0,9a8332ce-9553-49c1-9cfe-639986a0210b,lyft_luxsuv,Lux Black XL,2018-11-28 11:02:07.730,2018-11-28:11.02.07,33.28,Northeastern University,0.38,990.65,0.0,0.82,6.48,2018-11-28 11:02:07.000
1811,3.23,Lyft,Back Bay,South Station,27.5,1.0,b7c73dc3-b0ca-409b-b64b-fa79be461f62,lyft_lux,Lux Black,2018-11-29 06:41:41.691,2018-11-29:06.41.41,38.21,South Station,0.61,1000.6,0.0,0.69,10.63,2018-11-29 06:41:41.000
757,1.18,Lyft,North End,North Station,13.5,1.0,8a60e741-965f-4bb1-a86f-3153cf4cb54a,lyft_premier,Lux,2018-11-29 04:02:07.891,2018-11-29:04.02.07,37.64,North Station,0.62,998.37,0.0,0.71,9.3,2018-11-29 04:02:07.000
2874,0.54,Uber,Financial District,South Station,7.0,1.0,1ce41f8b-0365-422e-a468-1a4b17ade13a,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29 06:49:50.907,2018-11-29:06.49.50,38.11,South Station,0.98,1000.17,0.0,0.69,10.07,2018-11-29 06:49:50.000
2979,2.62,Uber,Boston University,Theatre District,24.0,1.0,ad40aeb8-f267-4773-b179-f39c390d358e,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29 01:27:03.654,2018-11-29:01.27.03,38.12,Theatre District,0.58,997.48,0.0,0.72,10.49,2018-11-29 01:27:03.000
2551,1.36,Lyft,Beacon Hill,Haymarket Square,16.5,1.0,f172a330-3078-483b-b280-192218b44861,lyft_lux,Lux Black,2018-11-28 17:32:07.398,2018-11-28:17.32.07,41.38,Haymarket Square,0.85,991.66,0.0,0.64,9.93,2018-11-28 17:32:07.000
1355,2.43,Lyft,Back Bay,South Station,7.0,1.0,0b467958-3603-4878-ad8e-d37e58bf4c6d,lyft_line,Shared,2018-11-26 21:05:10.404,2018-11-26:21.05.10,45.24,South Station,1.0,1009.11,0.0,0.83,9.36,2018-11-26 21:05:10.000
3481,2.34,Lyft,Boston University,Beacon Hill,7.0,1.0,78a26688-68c5-4c1f-896b-d25785ee68fc,lyft_line,Shared,2018-11-29 01:09:23.347,2018-11-29:01.09.23,38.59,Beacon Hill,0.67,997.23,0.0,0.71,10.06,2018-11-29 01:09:23.000
3827,2.7,Uber,North End,Back Bay,11.5,1.0,03f37375-a165-4fd2-8b46-ccbed74e1689,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 19:32:07.943,2018-11-28:19.32.07,40.51,Back Bay,1.0,992.59,0.0,0.66,9.88,2018-11-28 19:32:07.000
1817,2.45,Uber,Theatre District,Boston University,30.5,1.0,63b767dc-c561-4cea-929d-853d497af151,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-12-03 14:53:02.767,2018-12-03:14.53.02,52.71,Boston University,0.74,999.96,0.0,0.86,6.51,2018-12-03 14:53:02.000
212,3.39,Uber,North Station,Boston University,11.5,1.0,ead5795e-d310-4614-9daf-0be5333e2d73,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28 21:32:07.993,2018-11-28:21.32.07,40.45,Boston University,0.86,994.12,0.0,0.65,9.41,2018-11-28 21:32:07.000
3445,1.03,Uber,North Station,North End,8.5,1.0,f4618732-3193-4015-965e-36eebb5c1094,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29 00:39:28.474,2018-11-29:00.39.28,38.55,North End,0.75,996.8,0.0,0.69,11.13,2018-11-29 00:39:28.000
2218,1.41,Uber,Boston University,Back Bay,16.0,1.0,a9919d88-4118-4ece-a28d-12bc5e280ce1,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-26 09:35:10.675,2018-11-26:09.35.10,40.83,Back Bay,1.0,1014.74,0.0,0.94,0.58,2018-11-26 09:35:10.000
2543,1.05,Lyft,Financial District,Haymarket Square,9.0,1.0,cb6856bd-37cd-4f11-835d-faba89926ee2,lyft_plus,Lyft XL,2018-11-28 17:32:07.342,2018-11-28:17.32.07,41.38,Haymarket Square,0.85,991.66,0.0,0.64,9.93,2018-11-28 17:32:07.000
682,3.45,Uber,South Station,Back Bay,35.0,1.0,f1082b39-e6ef-4055-b74b-5ba5036d02f6,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29 01:32:08.234,2018-11-29:01.32.08,38.46,Back Bay,0.65,997.43,0.0,0.72,10.06,2018-11-29 01:32:08.000
3656,3.26,Uber,West End,Fenway,12.5,1.0,a8d3c9f7-7f9b-48e9-9384-ae548b55de87,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 15:06:22.471,2018-11-28:15.06.22,39.64,Fenway,0.28,991.79,0.0,0.65,8.4,2018-11-28 15:06:22.000
1934,1.35,Uber,Haymarket Square,Beacon Hill,11.5,1.0,36517102-52b6-49de-8872-e94e3c3b2ae6,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-26 05:13:05.595,2018-11-26:05.13.05,40.64,Beacon Hill,0.93,1013.76,0.0,0.92,2.99,2018-11-26 05:13:05.000
2892,0.8,Uber,Financial District,Haymarket Square,5.5,1.0,d011f3e8-31f0-4882-8eed-86ee0a65b7dd,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 19:02:08.044,2018-11-28:19.02.08,41.03,Haymarket Square,1.0,991.81,0.0,0.64,9.51,2018-11-28 19:02:08.000
3495,2.94,Lyft,Boston University,West End,11.0,1.0,d63e5109-5911-4d42-ada3-8082a703d50b,lyft,Lyft,2018-11-29 01:09:23.506,2018-11-29:01.09.23,38.49,West End,0.67,997.22,0.0,0.71,10.07,2018-11-29 01:09:23.000
1460,4.42,Uber,Financial District,Fenway,9.0,1.0,545bb8b7-eb1e-4692-8fbc-290cbd80a036,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-27 02:15:22.043,2018-11-27:02.15.22,44.11,Fenway,1.0,1003.08,0.117,0.91,13.58,2018-11-27 02:15:22.000
1725,1.81,Uber,Northeastern University,Theatre District,17.0,1.0,72c1926f-eb5f-413e-96bc-6bc120e4dd52,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-26 12:05:09.659,2018-11-26:12.05.09,40.11,Theatre District,0.95,1015.2,0.0,0.93,2.6,2018-11-26 12:05:09.000
282,3.07,Uber,North Station,Fenway,19.5,1.0,c42074e8-8195-4a5f-96bd-46cb878a292a,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 13:02:07.765,2018-11-28:13.02.07,36.85,Fenway,0.63,991.58,0.0,0.7,6.36,2018-11-28 13:02:07.000
3446,1.03,Uber,North Station,North End,12.0,1.0,fdf309b1-3094-49e1-9650-a39a56343780,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29 00:39:28.474,2018-11-29:00.39.28,38.55,North End,0.75,996.8,0.0,0.69,11.13,2018-11-29 00:39:28.000
3323,1.82,Uber,Back Bay,Fenway,16.0,1.0,81c66520-15e4-4a85-9b86-c97e660e5b06,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 20:32:07.951,2018-11-28:20.32.07,40.81,Fenway,1.0,993.33,0.0,0.65,9.75,2018-11-28 20:32:07.000
1066,1.08,Lyft,Northeastern University,Back Bay,7.0,1.0,5e4ba597-74d0-4f29-a587-747ce90638af,lyft,Lyft,2018-11-28 13:02:07.861,2018-11-28:13.02.07,36.88,Back Bay,0.64,991.57,0.0,0.7,6.47,2018-11-28 13:02:07.000
1590,3.05,Uber,Fenway,North Station,34.5,1.0,9de14d69-db32-470a-ade2-aeeb87fa4112,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29 00:53:38.658,2018-11-29:00.53.38,38.72,North Station,0.74,996.85,0.0,0.7,9.79,2018-11-29 00:53:38.000
186,1.5,Uber,Back Bay,Fenway,6.5,1.0,04b495ec-232e-4ed8-b05b-964a601ae480,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 07:33:43.259,2018-11-28:07.33.43,34.88,Fenway,0.16,991.79,0.0,0.8,6.52,2018-11-28 07:33:43.000
2779,2.37,Lyft,Beacon Hill,Fenway,16.5,2.0,59a459ff-6be1-4f3d-8ea1-f494c25e09f8,lyft,Lyft,2018-11-28 13:32:07.703,2018-11-28:13.32.07,37.97,Fenway,0.55,991.86,0.0,0.69,6.53,2018-11-28 13:32:07.000
2009,3.04,Uber,West End,Boston University,11.5,1.0,f55894e3-ea33-45ba-879d-82bbdcecda6d,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29 00:39:28.560,2018-11-29:00.39.28,38.62,Boston University,0.74,996.85,0.0,0.69,10.84,2018-11-29 00:39:28.000
240,0.49,Uber,North Station,Haymarket Square,15.5,1.0,5e2a18ae-ced1-4766-bc63-dbf570ec3137,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-26 19:35:10.934,2018-11-26:19.35.10,45.86,Haymarket Square,0.91,1010.89,0.0,0.83,8.59,2018-11-26 19:35:10.000
2584,4.59,Lyft,Fenway,Financial District,32.5,1.0,49e763c1-9a0f-4438-a3e7-4f2748e833ed,lyft_lux,Lux Black,2018-11-29 06:49:50.752,2018-11-29:06.49.50,38.11,Financial District,0.98,1000.17,0.0,0.69,10.06,2018-11-29 06:49:50.000
3530,3.44,Uber,Back Bay,South Station,10.5,1.0,6c8e6d26-8328-44df-afec-13a7e3bcecb6,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-26 22:42:25.114,2018-11-26:22.42.25,45.49,South Station,0.97,1007.96,0.0092,0.84,9.74,2018-11-26 22:42:25.000
632,1.34,Uber,Fenway,Back Bay,11.0,1.0,ee9724e5-6fcb-4ee6-ab31-e12efa94a1a9,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29 00:51:44.946,2018-11-29:00.51.44,38.82,Back Bay,0.76,996.84,0.0,0.7,9.72,2018-11-29 00:51:44.000
3511,2.28,Lyft,Fenway,Beacon Hill,22.5,1.0,87da0558-f40c-41e9-b5c6-7550d4b55974,lyft_lux,Lux Black,2018-11-29 00:39:28.560,2018-11-29:00.39.28,38.55,Beacon Hill,0.75,996.82,0.0,0.69,11.05,2018-11-29 00:39:28.000
1560,4.5,Lyft,Fenway,Financial District,13.5,1.0,1246b56a-a13b-4b74-bd4b-015af6f01835,lyft,Lyft,2018-11-28 14:02:07.439,2018-11-28:14.02.07,38.42,Financial District,0.49,991.65,0.0,0.67,11.27,2018-11-28 14:02:07.000
3642,1.44,Lyft,Back Bay,Fenway,13.5,1.0,f2617418-6eba-4e31-be85-81fa5adf37d0,lyft_plus,Lyft XL,2018-11-29 02:06:46.095,2018-11-29:02.06.46,38.29,Fenway,0.51,997.92,0.0,0.7,10.18,2018-11-29 02:06:46.000
620,1.89,Uber,Back Bay,South Station,8.5,1.0,ec45889f-0c74-44b0-a031-6cb260a32b8a,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29 01:32:08.394,2018-11-29:01.32.08,36.78,South Station,0.65,997.4,0.0,0.77,10.16,2018-11-29 01:32:08.000
3130,3.61,Uber,Back Bay,North End,19.5,1.0,347d9161-9ed6-4eb6-b71b-462bf1ac6395,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-26 07:46:10.979,2018-11-26:07.46.10,41.3,North End,0.94,1014.19,0.0,0.93,1.97,2018-11-26 07:46:10.000
2163,1.06,Lyft,North End,West End,16.5,1.0,95ffcf7f-2d99-4f49-83d4-a0bab04de19a,lyft_lux,Lux Black,2018-11-28 14:02:07.137,2018-11-28:14.02.07,38.41,West End,0.48,991.64,0.0,0.67,11.42,2018-11-28 14:02:07.000
1458,2.27,Lyft,Boston University,Beacon Hill,9.0,1.0,5729266b-814e-4b20-86bf-bad3bd6a0ff1,lyft,Lyft,2018-11-29 04:32:07.395,2018-11-29:04.32.07,37.57,Beacon Hill,0.5,998.74,0.0,0.71,9.96,2018-11-29 04:32:07.000
3733,4.76,Lyft,Financial District,Boston University,32.5,1.0,1e020cc2-f62e-4069-a2d0-4ca0f1eaf9e3,lyft_lux,Lux Black,2018-11-29 06:41:41.688,2018-11-29:06.41.41,37.68,Boston University,0.62,1000.64,0.0,0.7,10.38,2018-11-29 06:41:41.000
1801,3.09,Lyft,Northeastern University,West End,13.5,1.5,570dbf95-7674-43d9-9990-41f40ed6bdc5,lyft,Lyft,2018-11-26 06:49:04.977,2018-11-26:06.49.04,41.07,West End,0.98,1014.35,0.0,0.92,1.8,2018-11-26 06:49:04.000
1054,1.34,Uber,Fenway,Back Bay,6.5,1.0,7e55bf64-8693-4680-8a8b-d7a6f6183fc4,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 07:31:37.688,2018-11-28:07.31.37,35.01,Back Bay,0.16,991.78,0.0,0.8,6.56,2018-11-28 07:31:37.000
2118,1.89,Uber,Back Bay,South Station,11.0,1.0,2c11c04a-4fa7-4085-97cc-737a16c0038a,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29 01:51:40.877,2018-11-29:01.51.40,38.45,South Station,0.58,997.62,0.002,0.7,10.03,2018-11-29 01:51:40.000
918,2.32,Uber,Haymarket Square,Back Bay,9.5,1.0,ba61cab5-3b43-4cf2-b216-9128606c7c03,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 23:02:09.784,2018-11-28:23.02.09,39.99,Back Bay,0.98,995.05,0.0,0.63,9.97,2018-11-28 23:02:09.000
