,distance,cab_type,destination,source,price,surge_multiplier,id,product_id,name,date_hour,temp,clouds,pressure,rain,humidity,wind,hour,date,day,product,product_Accessible,product_Basic,product_Lux,product_SUV,product_Sedan,product_Shared,product_XL
2290,2.27,Uber,Boston University,Beacon Hill,8.5,1.0,6ecfe789-c331-4d1c-a0bf-5910099dd45d,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29:01.02.08,38.69,0.71,997.13,,0.71,9.91,1,2018-11-29,Thursday,Basic,0,1,0,0,0,0,0
1092,0.57,Lyft,Financial District,South Station,10.5,1.0,298fb4a9-0fc4-4e31-9243-821d9413a201,lyft_premier,Lux,2018-11-29:01.02.08,36.8,0.71,997.12,,0.76,10.01,1,2018-11-29,Thursday,Lux,0,0,1,0,0,0,0
489,2.4,Lyft,Beacon Hill,Fenway,9.0,1.0,e5a403c3-4961-483f-bfc9-6cadb7a36a35,lyft,Lyft,2018-11-28:22.02.08,40.62,0.83,994.1,,0.63,9.21,22,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
1778,3.1,Lyft,Boston University,North Station,16.5,1.0,20f48796-d4d6-404d-91fd-1e3e0df50bd9,lyft_plus,Lyft XL,2018-11-29:01.02.08,38.66,0.7,997.12,,0.71,9.92,1,2018-11-29,Thursday,XL,0,0,0,0,0,0,1
3076,1.21,Uber,North End,Financial District,6.5,1.0,bd05d726-2185-4237-8966-80f555a1c324,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:01.09.23,36.82,0.67,997.22,,0.76,10.15,1,2018-11-29,Thursday,Shared,0,0,0,0,0,1,0
1142,0.72,Uber,Haymarket Square,West End,7.0,1.0,a36c0d1d-633c-4998-95d5-5561171735b3,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29:00.02.07,39.1,0.83,996.07,,0.67,10.69,0,2018-11-29,Thursday,Accessible,1,0,0,0,0,0,0
988,1.41,Uber,Boston University,Back Bay,9.5,1.0,0a87cea0-64e9-4ab9-81a4-a505bada5398,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-27:00.43.39,43.82,0.97,1005.87,0.2039,0.91,11.02,0,2018-11-27,Tuesday,Accessible,1,0,0,0,0,0,0
1356,2.43,Lyft,Back Bay,South Station,11.0,1.0,2e401d7b-4a76-4d46-acd7-b31129ac3574,lyft,Lyft,2018-11-26:21.05.10,45.24,1.0,1009.11,,0.83,9.36,21,2018-11-26,Monday,Basic,0,1,0,0,0,0,0
287,4.04,Lyft,Financial District,Northeastern University,26.0,1.0,838bde15-8340-470d-824a-9a326361bfe1,lyft_premier,Lux,2018-11-29:04.39.58,37.15,0.46,998.87,,0.73,10.07,4,2018-11-29,Thursday,Lux,0,0,1,0,0,0,0
1339,1.46,Uber,Beacon Hill,North End,,1.0,36ad04fe-97ac-4f73-a7e6-78798b350c24,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-26:06.19.04,40.58,1.0,1014.19,,0.91,1.31,6,2018-11-26,Monday,,0,0,0,0,0,0,0
2605,1.5,Uber,Back Bay,Fenway,7.5,1.0,e4e3f2db-f2ed-489e-b08d-37deaf02dfae,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:22.32.09,39.86,0.8,994.7,,0.66,9.94,22,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
2479,1.12,Lyft,North Station,North End,27.5,1.0,53877f63-584f-4f2b-bc57-2d6df64dce83,lyft_luxsuv,Lux Black XL,2018-11-28:21.02.08,41.17,0.92,993.43,,0.63,8.5,21,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
1470,4.44,Uber,Financial District,Fenway,13.5,1.0,e6c1b538-8ba5-4e9f-b6b8-6508030367f0,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-27:02.15.22,44.11,1.0,1003.08,0.117,0.91,13.58,2,2018-11-27,Tuesday,Shared,0,0,0,0,0,1,0
574,3.29,Uber,Northeastern University,Financial District,16.5,1.0,a6506333-9caf-457c-b298-16edf9a2d59d,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:09.29.09,42.06,1.0,1014.75,,0.89,1.1,9,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
522,1.41,Uber,Theatre District,North End,27.5,1.0,1aa105d4-34de-4454-bf05-6816c96be996,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29:01.02.08,38.72,0.7,997.11,,0.7,9.97,1,2018-11-29,Thursday,SUV,0,0,0,1,0,0,0
1503,2.44,Lyft,Beacon Hill,North End,45.5,1.5,8620acad-c520-4ca5-8cb4-0ae55ea9aa90,lyft_luxsuv,Lux Black XL,2018-11-26:21.35.09,44.6,0.92,1009.04,0.003,0.86,9.46,21,2018-11-26,Monday,SUV,0,0,0,1,0,0,0
516,1.46,Uber,Beacon Hill,North End,19.5,1.0,84af6d16-d317-4c42-bcf3-cd466b85cc21,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:01.02.08,38.72,0.7,997.11,,0.7,9.97,1,2018-11-29,Thursday,Sedan,0,0,0,0,1,0,0
2275,1.64,Uber,Back Bay,Northeastern University,8.5,1.0,8b27f1e2-f574-4333-931d-5301a79fa276,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:16.02.07,41.4,0.61,991.57,,0.61,9.96,16,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
1598,2.67,Uber,Beacon Hill,North End,9.5,1.0,6f72f43f-3114-4a18-93c2-794e9fe1d7a3,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:17.32.07,41.4,0.85,991.66,,0.64,9.93,17,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
554,2.34,Uber,Back Bay,North End,33.0,1.0,cfa997a8-4313-431c-b3ce-f2b1aa83bc6d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26:10.35.09,40.6,0.99,1014.86,,0.95,2.07,10,2018-11-26,Monday,SUV,0,0,0,1,0,0,0
3682,1.04,Uber,Financial District,North End,27.5,1.0,4715242e-9ea0-4a22-a499-485d54a7b64a,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26:15.05.09,43.36,0.97,1014.51,,0.9,3.51,15,2018-11-26,Monday,SUV,0,0,0,1,0,0,0
299,1.23,Uber,Haymarket Square,Beacon Hill,,1.0,6b481d40-805f-4628-bf1f-3613b39632a3,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:11.06.24,32.97,0.38,990.68,,0.83,6.59,11,2018-11-28,Wednesday,,0,0,0,0,0,0,0
728,1.28,Uber,Theatre District,South Station,9.0,1.0,01d024f1-edc4-4bdd-ac64-e43d8c84885a,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29:02.32.08,39.21,0.37,998.29,,0.68,10.85,2,2018-11-29,Thursday,Accessible,1,0,0,0,0,0,0
3530,3.44,Uber,Back Bay,South Station,10.5,1.0,6c8e6d26-8328-44df-afec-13a7e3bcecb6,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-26:22.42.25,45.49,0.97,1007.96,0.0092,0.84,9.74,22,2018-11-26,Monday,Accessible,1,0,0,0,0,0,0
2897,1.41,Uber,Theatre District,North End,,1.0,1d4ee571-d456-4339-9c44-1bf94aca62ca,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-27:01.45.22,44.21,1.0,1004.23,0.7807,0.91,12.47,1,2018-11-27,Tuesday,,0,0,0,0,0,0,0
2855,3.17,Lyft,Fenway,North Station,38.5,1.0,f98ba1ea-6032-484a-b0f6-aa3f59d2c425,lyft_luxsuv,Lux Black XL,2018-11-28:14.02.08,38.44,0.48,991.64,,0.67,11.41,14,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
2998,1.22,Lyft,North End,Financial District,27.5,1.0,8b90b89b-5293-4f81-ac26-46393257b048,lyft_luxsuv,Lux Black XL,2018-11-26:06.16.15,40.51,1.0,1014.18,,0.92,1.28,6,2018-11-26,Monday,SUV,0,0,0,1,0,0,0
2619,2.84,Uber,Fenway,West End,9.5,1.0,5f921aa4-bf41-4675-9c19-549c53286324,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26:06.29.03,40.48,1.0,1014.18,,0.92,1.41,6,2018-11-26,Monday,Basic,0,1,0,0,0,0,0
1634,2.95,Lyft,Theatre District,Boston University,32.5,1.0,cee8efe5-c00d-4315-8259-71bf0394e303,lyft_luxsuv,Lux Black XL,2018-11-29:08.53.00,37.7,0.63,1001.84,,0.69,9.95,8,2018-11-29,Thursday,SUV,0,0,0,1,0,0,0
1284,3.18,Lyft,Financial District,Northeastern University,38.0,1.0,4fadbe06-7dc5-46d6-ba7f-718ad87eed6c,lyft_luxsuv,Lux Black XL,2018-11-28:19.06.23,40.87,1.0,991.93,,0.64,9.47,19,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
830,0.63,Lyft,West End,Haymarket Square,26.0,1.0,2bebce6f-0651-4107-add0-ed668b12f9c6,lyft_luxsuv,Lux Black XL,2018-11-29:02.32.08,38.05,0.37,998.28,,0.71,10.79,2,2018-11-29,Thursday,SUV,0,0,0,1,0,0,0
3192,4.12,Lyft,Financial District,Fenway,32.5,1.0,6c071a45-8caf-4464-9c36-6e7f4a224daa,lyft_lux,Lux Black,2018-11-28:17.02.07,41.49,0.91,991.51,,0.62,9.19,17,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
326,0.73,Uber,Haymarket Square,West End,27.5,1.0,3d79c52c-2fe5-402a-8ef8-b162999c4c0e,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29:01.53.39,38.44,0.57,997.66,,0.7,10.01,1,2018-11-29,Thursday,SUV,0,0,0,1,0,0,0
1638,1.5,Uber,Back Bay,Fenway,17.5,1.0,8bc9012c-0e21-4207-889f-04054719b3ce,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:16.32.08,41.27,0.66,991.63,,0.63,10.42,16,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
2190,2.59,Lyft,Theatre District,Northeastern University,16.5,1.0,f2fb50a6-6c24-47f5-953f-699b065d0f64,lyft_plus,Lyft XL,2018-11-29:04.09.18,37.47,0.58,998.48,,0.71,9.43,4,2018-11-29,Thursday,XL,0,0,0,0,0,0,1
1103,3.44,Uber,Back Bay,South Station,12.5,1.0,22430501-e141-47e6-8a3d-b40bae3e328d,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29:01.02.08,36.8,0.71,997.12,,0.76,10.01,1,2018-11-29,Thursday,Accessible,1,0,0,0,0,0,0
1744,1.34,Lyft,South Station,Back Bay,10.5,1.0,91006758-8eac-4a38-8e99-514ec0c4c076,lyft,Lyft,2018-11-28:21.41.36,40.5,0.86,994.54,,0.65,9.84,21,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
3552,0.67,Uber,Haymarket Square,North Station,14.5,1.0,8b62a7fd-05d7-4982-a588-3a899b075e80,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:14.32.07,38.99,0.44,991.93,,0.67,11.2,14,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
751,2.69,Lyft,Theatre District,Fenway,27.5,1.0,82e1a5c4-e8e1-432c-9f14-d1be428a8ab1,lyft_lux,Lux Black,2018-11-28:14.02.08,38.48,0.49,991.67,,0.67,11.49,14,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
3768,1.05,Lyft,North End,West End,16.5,1.0,670263c5-9b47-4580-b301-2ffc5bfa3e99,lyft_lux,Lux Black,2018-11-26:07.11.17,41.07,0.97,1014.35,,0.93,1.81,7,2018-11-26,Monday,Sedan,0,0,0,0,1,0,0
2860,3.09,Lyft,Northeastern University,West End,11.0,1.0,0e5a70a5-20d9-4108-9667-a538b7b0d42f,lyft,Lyft,2018-11-28:08.54.56,34.09,0.52,991.61,,0.81,4.94,8,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
1522,1.34,Lyft,South Station,Back Bay,3.0,1.0,9d3d6ff8-c8a0-4620-bb9c-cb257c09ca27,lyft_line,Shared,2018-11-28:13.32.08,37.56,0.54,991.8,,0.7,7.1,13,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
3000,1.16,Uber,Theatre District,Haymarket Square,8.5,1.0,fb760bea-a878-42ed-928a-8d538814ecec,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:11.32.07,33.1,0.35,991.04,,0.82,6.57,11,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
85,1.81,Uber,Northeastern University,Theatre District,9.5,1.0,53be513d-d702-4fa1-8a15-6961ea272e26,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:14.32.07,38.99,0.45,991.95,,0.67,11.14,14,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
2986,2.4,Lyft,Back Bay,South Station,32.5,1.0,fcb5bd18-bace-4d72-ae04-03a4fc45b9c4,lyft_luxsuv,Lux Black XL,2018-11-28:07.31.37,35.77,0.13,991.57,,0.77,6.72,7,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
704,2.66,Uber,Fenway,Theatre District,30.5,1.0,cd116c75-72dc-447a-88c6-9a07af52369d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:23.02.09,39.88,0.98,995.04,,0.64,10.05,23,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
2230,2.71,Lyft,South Station,Back Bay,45.5,1.5,f280e558-1334-47e3-ad56-aeaff19e0c0b,lyft_luxsuv,Lux Black XL,2018-11-29:04.02.07,37.73,0.61,998.38,,0.7,9.28,4,2018-11-29,Thursday,SUV,0,0,0,1,0,0,0
2790,1.17,Lyft,Theatre District,Haymarket Square,13.5,1.0,36a6e11c-a552-4ddc-9918-d6d227a0acf1,lyft_premier,Lux,2018-11-28:11.06.24,33.21,0.37,990.67,,0.82,6.61,11,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
1746,1.34,Lyft,South Station,Back Bay,27.5,1.0,fc5a2410-19bf-467e-905c-89020d20fb25,lyft_luxsuv,Lux Black XL,2018-11-28:21.41.36,40.5,0.86,994.54,,0.65,9.84,21,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
1762,1.26,Lyft,West End,North End,13.5,1.0,60cd04f0-386a-4958-b11d-9f7076b62e94,lyft_premier,Lux,2018-11-28:12.06.23,34.69,0.77,991.15,,0.76,6.7,12,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
125,2.62,Uber,Boston University,Theatre District,16.0,1.0,ac21753a-1a44-4544-9961-5ac6e27a51c2,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:23.53.40,39.23,0.86,995.96,,0.66,10.56,23,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
3554,1.74,Lyft,Haymarket Square,Theatre District,16.5,1.0,00a858e2-173c-4518-b4df-daaf86426dc0,lyft_premier,Lux,2018-11-28:12.02.07,34.58,0.82,991.21,,0.76,6.39,12,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
3015,1.47,Uber,South Station,Beacon Hill,7.5,1.0,060a7795-c530-4f81-b549-5af540b3dd1a,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:12.02.07,34.54,0.83,991.21,,0.76,6.36,12,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
1526,3.07,Uber,North Station,Fenway,22.5,1.0,b9f84a82-76a0-46a4-b0d7-d9a0878d6f75,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:01.02.08,38.61,0.72,997.16,,0.71,9.82,1,2018-11-29,Thursday,Sedan,0,0,0,0,1,0,0
2433,2.2,Uber,Haymarket Square,Back Bay,9.0,1.0,99605ef5-8ddc-44f3-be0b-b812dea85063,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:09.29.09,40.89,1.0,1014.75,,0.93,1.25,9,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
2115,2.36,Lyft,Fenway,Beacon Hill,9.0,1.0,8f181fdf-9535-4f0f-9f51-3b1a076dcaa3,lyft,Lyft,2018-11-28:14.32.07,38.84,0.44,991.94,,0.67,11.2,14,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
2734,1.71,Lyft,North End,Theatre District,22.5,1.0,91dec463-ee12-42e2-b693-ae01f51384ee,lyft_lux,Lux Black,2018-11-26:19.35.10,45.71,0.91,1010.88,,0.84,8.61,19,2018-11-26,Monday,Sedan,0,0,0,0,1,0,0
113,1.21,Uber,North End,Financial District,9.5,1.0,3d67149d-cb0f-44e6-8990-823c478c6884,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29:01.02.08,36.85,0.71,997.12,,0.76,10.0,1,2018-11-29,Thursday,Basic,0,1,0,0,0,0,0
1465,2.72,Uber,West End,Fenway,29.5,1.0,71bfdddb-42a6-4b69-98e6-b08170d6887e,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-27:02.15.22,44.11,1.0,1003.08,0.117,0.91,13.58,2,2018-11-27,Tuesday,SUV,0,0,0,1,0,0,0
1809,3.23,Lyft,Back Bay,South Station,10.5,1.0,66c1017e-0ba4-405d-a04b-1ff46702204d,lyft,Lyft,2018-11-29:06.41.41,38.21,0.61,1000.6,,0.69,10.63,6,2018-11-29,Thursday,Basic,0,1,0,0,0,0,0
3393,7.34,Uber,North End,Back Bay,23.0,1.0,3ca8eab3-dfdb-42a0-bdaf-c917a8a84f7c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:16.02.07,41.19,0.61,991.57,,0.62,9.93,16,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
3194,4.12,Lyft,Financial District,Fenway,45.5,1.0,83e6a118-4eb1-4fd5-99d7-d3d1b7ed908a,lyft_luxsuv,Lux Black XL,2018-11-28:17.02.07,41.49,0.91,991.51,,0.62,9.19,17,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
187,2.66,Uber,Theatre District,Fenway,19.5,1.0,ff053131-aabf-4d6b-b7da-71cd25834722,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:07.33.43,34.88,0.16,991.79,,0.8,6.52,7,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
591,2.15,Lyft,Back Bay,South Station,22.5,1.0,c98703c2-6a43-4b65-a128-ddf39515d203,lyft_lux,Lux Black,2018-11-27:20.15.22,43.36,0.71,991.09,,0.71,8.8,20,2018-11-27,Tuesday,Sedan,0,0,0,0,1,0,0
893,2.5,Uber,Beacon Hill,South Station,29.5,1.0,fddeb30f-b4a7-4f6d-87cb-37ead0eb168f,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:21.02.08,41.31,0.93,993.45,,0.63,8.55,21,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
2972,4.52,Lyft,Fenway,Financial District,42.5,1.0,24ae5fbc-26ec-4107-ac87-d1e75151f4ac,lyft_luxsuv,Lux Black XL,2018-11-29:02.32.09,39.22,0.35,998.16,,0.68,10.51,2,2018-11-29,Thursday,SUV,0,0,0,1,0,0,0
3507,1.74,Lyft,North End,Theatre District,22.5,1.0,b5c1b6a2-b21a-4b2b-b5af-706732fb2a9e,lyft_lux,Lux Black,2018-11-26:21.35.09,44.39,0.91,1009.02,0.003,0.86,9.48,21,2018-11-26,Monday,Sedan,0,0,0,0,1,0,0
3038,2.14,Lyft,South Station,North Station,5.0,1.0,98e29760-09b7-455d-92d0-6ae3c89a1d21,lyft_line,Shared,2018-11-26:09.29.09,40.83,1.0,1014.75,,0.93,1.24,9,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
383,2.98,Uber,Theatre District,Boston University,25.0,1.0,24ccefbb-cb69-41b7-b16e-2bf8d2e7b628,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:15.02.08,39.48,0.28,991.75,,0.65,8.35,15,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
2717,4.18,Lyft,Financial District,Northeastern University,27.5,1.25,ca780f3e-eb3c-4167-afe2-9c4715bf2c7a,lyft_premier,Lux,2018-11-28:23.02.09,39.88,0.98,995.06,,0.64,9.97,23,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
944,0.91,Lyft,Haymarket Square,West End,26.0,1.0,283eed6c-d4e4-4d4c-bef7-25e875dec4d0,lyft_luxsuv,Lux Black XL,2018-11-29:04.46.23,37.74,0.45,998.91,,0.7,9.37,4,2018-11-29,Thursday,SUV,0,0,0,1,0,0,0
2461,1.12,Lyft,Northeastern University,Back Bay,10.5,1.0,d2d4d49b-881f-405a-8918-37919093b526,lyft_plus,Lyft XL,2018-11-29:01.02.08,38.74,0.71,997.14,,0.7,9.89,1,2018-11-29,Thursday,XL,0,0,0,0,0,0,1
1739,3.16,Uber,North End,Back Bay,13.5,1.0,d686471f-23cc-4dbc-830e-746ed76ba7b3,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:11.32.07,32.98,0.42,990.91,,0.83,7.06,11,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
756,1.18,Lyft,North End,North Station,26.0,1.0,325ee359-306b-43ab-bfae-78d80d7bc758,lyft_luxsuv,Lux Black XL,2018-11-29:04.02.07,37.64,0.62,998.37,,0.71,9.3,4,2018-11-29,Thursday,SUV,0,0,0,1,0,0,0
553,3.23,Uber,North Station,Northeastern University,30.5,1.0,130f1d7b-54ae-4c70-910d-25e32e95ae3b,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-26:04.55.44,40.56,0.94,1013.75,,0.92,2.88,4,2018-11-26,Monday,Sedan,0,0,0,0,1,0,0
2278,2.84,Lyft,West End,Northeastern University,7.0,1.0,52ebf30c-3e1c-42a4-a62c-aa2a9f1e78ba,lyft_line,Shared,2018-11-28:16.02.07,41.4,0.61,991.57,,0.61,9.96,16,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
152,2.29,Lyft,Haymarket Square,Back Bay,26.0,1.0,2255a611-35dd-49e6-bb89-14f889b9c91e,lyft_lux,Lux Black,2018-11-29:02.02.08,38.51,0.54,997.83,,0.7,10.23,2,2018-11-29,Thursday,Sedan,0,0,0,0,1,0,0
3282,1.36,Lyft,South Station,Back Bay,16.5,1.0,e15b4452-528c-459f-abee-8e216e98a63a,lyft_lux,Lux Black,2018-11-26:04.43.18,40.61,0.86,1014.17,,0.93,2.65,4,2018-11-26,Monday,Sedan,0,0,0,0,1,0,0
2647,1.56,Lyft,North End,Beacon Hill,5.0,1.0,35e3639c-a507-4bb4-bb53-609e26d88e6f,lyft_line,Shared,2018-11-28:14.06.23,38.39,0.48,991.69,,0.67,11.36,14,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
2058,1.5,Uber,Back Bay,Fenway,13.0,1.0,3a52acfc-56d2-4265-a34d-a9b3925f9b82,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:09.48.16,33.1,0.39,991.97,,0.85,6.83,9,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
207,3.17,Lyft,Fenway,North Station,26.0,1.0,d6036e8a-64c7-4605-892c-5b07f8a296cd,lyft_lux,Lux Black,2018-11-26:13.05.10,41.72,0.93,1015.39,0.004,0.91,3.55,13,2018-11-26,Monday,Sedan,0,0,0,0,1,0,0
1097,0.57,Lyft,Financial District,South Station,7.0,1.0,daf72a5e-db54-4206-8737-7a3006ca78d1,lyft,Lyft,2018-11-29:01.02.08,36.8,0.71,997.12,,0.76,10.01,1,2018-11-29,Thursday,Basic,0,1,0,0,0,0,0
3585,4.48,Uber,Fenway,Financial District,29.5,1.0,f14eb55f-0fd2-4f7b-91be-63b4c39842a6,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:04.46.23,37.93,0.45,998.91,,0.69,9.44,4,2018-11-29,Thursday,Sedan,0,0,0,0,1,0,0
1984,1.7,Lyft,South Station,North Station,16.5,1.0,0a0deb68-944e-4941-aa83-836335bb19ea,lyft_plus,Lyft XL,2018-11-28:09.32.18,33.33,0.42,991.79,,0.84,5.9,9,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
904,2.8,Uber,Beacon Hill,Boston University,,1.0,964a7a35-ad77-400c-bda8-919626f63fdf,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:09.32.18,33.59,0.42,991.81,,0.83,5.78,9,2018-11-28,Wednesday,,0,0,0,0,0,0,0
180,2.36,Lyft,Beacon Hill,Fenway,9.0,1.0,0d1d0ed0-d0ab-4ec5-bc40-57c8d3dadb71,lyft,Lyft,2018-11-26:22.42.24,44.42,0.97,1007.91,0.0062,0.88,9.53,22,2018-11-26,Monday,Basic,0,1,0,0,0,0,0
3505,1.74,Lyft,North End,Theatre District,27.5,1.0,8b532cfd-cf92-4ab6-a1fd-99a6ba069012,lyft_luxsuv,Lux Black XL,2018-11-26:21.35.09,44.39,0.91,1009.02,0.003,0.86,9.48,21,2018-11-26,Monday,SUV,0,0,0,1,0,0,0
406,2.98,Uber,Theatre District,Boston University,,1.0,470acddf-195b-4cd8-b96d-9ac170a087dc,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:14.02.08,38.34,0.48,991.66,,0.67,11.62,14,2018-11-28,Wednesday,,0,0,0,0,0,0,0
3771,0.98,Lyft,Beacon Hill,Haymarket Square,34.0,1.25,ef857b8b-1e19-456c-8837-762286d842e5,lyft_luxsuv,Lux Black XL,2018-11-29:01.51.40,38.52,0.57,997.62,0.002,0.7,9.98,1,2018-11-29,Thursday,SUV,0,0,0,1,0,0,0
1185,1.99,Lyft,Back Bay,Haymarket Square,13.5,1.0,43dbcf70-baa9-4049-b14e-662ce858ee30,lyft_plus,Lyft XL,2018-11-28:13.32.07,37.96,0.55,991.82,,0.69,6.72,13,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
3122,1.64,Uber,Back Bay,Northeastern University,8.0,1.0,32bbb11e-df6f-41a5-8fc2-39c7e1ee7b24,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:13.32.07,37.96,0.55,991.86,,0.69,6.64,13,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
1252,1.38,Uber,North End,Beacon Hill,19.5,1.0,c2d1f4e6-daf6-4692-9793-11da26fcef86,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-27:01.45.22,44.27,1.0,1004.45,0.693,0.9,13.31,1,2018-11-27,Tuesday,Sedan,0,0,0,0,1,0,0
459,2.68,Uber,Financial District,Northeastern University,7.5,1.0,ecbe1ce3-0a49-478e-b3f9-0177fbe591a3,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:19.02.08,40.91,1.0,991.84,,0.64,9.43,19,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
3569,0.63,Uber,Financial District,South Station,14.0,1.0,198df699-98f0-4864-8616-6a78ea3b233b,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-26:07.11.17,41.93,0.97,1014.35,,0.9,1.83,7,2018-11-26,Monday,XL,0,0,0,0,0,0,1
